-9.943590e-01,-4.346917e-01,3.837200e-01,-1.890549e+00,8.075084e-01,1.049897e+00,-4.176670e-01,1.830467e-01,-5.128025e-01,6.468143e-03,1.964637e-01
-4.521486e-03,-1.204810e+00,9.092111e-02,-1.354055e+00,1.354955e+00,1.528612e+00,-7.433946e-01,-3.114008e-01,-8.553778e-01,3.066521e-02,5.430180e-01
3.185460e-01,-1.712509e+00,1.447912e-02,-1.549113e+00,9.799772e-01,1.055675e+00,-1.209017e+00,3.767577e-01,-6.567666e-01,1.547371e-01,1.080791e+00
5.685974e-01,-1.591935e+00,-6.116731e-03,-1.583770e+00,1.150399e+00,1.719883e+00,-8.746201e-01,2.436612e-01,-5.855672e-01,3.475665e-01,3.813906e-01
7.143687e-01,-9.685214e-01,4.851763e-01,-1.514789e+00,1.487136e+00,1.752821e+00,-9.310216e-01,-6.735140e-02,-1.078361e+00,2.755785e-01,1.122894e+00
1.241669e+00,-1.268311e+00,4.396524e-01,-1.850573e+00,1.723559e+00,1.586475e+00,-1.080958e+00,-7.206390e-03,-6.367726e-01,1.818077e-01,1.109122e+00
1.175367e+00,-1.288983e+00,5.325592e-01,-1.961952e+00,1.738425e+00,1.503509e+00,-1.254733e+00,-7.662389e-01,-7.466162e-01,8.412021e-02,1.096638e+00
6.125225e-01,-1.272290e+00,5.344482e-02,-2.379352e+00,1.560473e+00,1.919968e+00,-4.499841e-01,-8.098890e-01,-5.347129e-01,5.540318e-01,1.017589e+00
8.496017e-01,-1.476173e+00,-1.390145e-01,-2.017818e+00,1.652144e+00,1.685136e+00,-4.155979e-01,-7.436149e-01,-2.608141e-01,6.321261e-01,1.240092e+00
8.884537e-01,-1.062692e+00,-3.564872e-01,-1.830591e+00,1.350753e+00,1.457277e+00,-9.734483e-01,-1.811748e+00,-8.770367e-01,1.686317e-01,7.065470e-01
9.842681e-01,-8.585125e-01,-2.273340e-01,-1.180175e+00,1.681882e+00,2.134210e+00,-1.542318e-01,-9.303860e-01,-7.657770e-01,9.518423e-01,9.907165e-01
9.160492e-01,-6.869809e-01,-1.652221e-01,-1.021336e+00,1.984007e+00,1.708204e+00,-5.254078e-01,-1.248917e+00,-1.507543e+00,4.035931e-01,6.946791e-01
9.718312e-01,-7.868786e-01,-2.986077e-01,-1.407787e+00,1.743014e+00,1.991446e+00,-5.054692e-01,-7.000949e-01,-1.052929e+00,6.533450e-01,8.421606e-01
9.883882e-01,-7.331890e-01,1.632026e-01,-1.308098e+00,1.805940e+00,1.932622e+00,-8.074247e-01,-6.946054e-01,-1.014241e+00,6.986039e-01,9.854129e-01
5.051967e-01,-1.027796e+00,3.408429e-01,-1.373807e+00,2.087419e+00,2.271674e+00,-7.390779e-01,-9.042471e-01,-9.892734e-01,5.407846e-01,8.761713e-01
1.366736e-01,-1.379980e+00,4.711802e-02,-1.724575e+00,1.830663e+00,2.075242e+00,-8.374639e-01,-8.649438e-01,-9.089729e-01,7.178825e-01,9.519886e-01
3.604916e-01,-1.185200e+00,3.297315e-01,-1.854519e+00,2.078570e+00,2.376127e+00,-4.804190e-01,-5.601746e-01,-6.615021e-01,8.830601e-01,9.894185e-01
7.119409e-01,-1.333391e+00,5.158282e-01,-1.972004e+00,1.835292e+00,1.757563e+00,-1.066694e+00,-1.129398e+00,-9.648280e-01,5.841646e-01,1.060513e+00
2.972429e-01,-1.390802e+00,9.575509e-01,-1.806339e+00,2.541043e+00,2.345429e+00,-6.405275e-01,-1.070134e+00,-1.087859e+00,7.248625e-01,9.393378e-01
1.408411e-01,-1.678686e+00,6.152757e-01,-1.846658e+00,2.301056e+00,2.288108e+00,-7.275269e-01,-8.859077e-01,-9.940055e-01,5.571677e-01,1.106068e+00
6.159376e-01,-1.583621e+00,7.719979e-01,-1.757274e+00,2.266349e+00,2.231213e+00,-7.215552e-01,-8.296300e-01,-9.097227e-01,3.955199e-01,1.023573e+00
-2.806678e-01,-1.856130e+00,5.273589e-01,-1.917673e+00,2.311394e+00,2.556410e+00,-7.706072e-01,-7.794646e-01,-7.410034e-01,6.342248e-01,9.617918e-01
4.725948e-01,-1.471210e+00,8.135506e-01,-2.118233e+00,1.990299e+00,2.251167e+00,-9.295947e-01,-9.141705e-01,-7.037256e-01,6.775323e-01,1.221490e+00
6.450625e-01,-2.192715e+00,1.038583e+00,-1.957350e+00,2.174330e+00,1.953695e+00,-7.514790e-01,-7.525356e-01,-8.434701e-01,3.038729e-01,1.128305e+00
