2.575781e+00,-6.639540e-02,-2.058837e-01,-5.195646e-01,1.257016e-01,3.512026e-01,-1.790085e-01,-1.490494e-01,1.623877e-01,-2.470515e-01,-1.266827e-01
2.629874e+00,1.685630e-01,-2.618190e-01,-4.375921e-01,4.148797e-01,3.142292e-01,2.569904e-02,7.132849e-03,-2.230411e-01,-3.855680e-01,4.039768e-01
2.841916e+00,-1.347736e-01,-2.319394e-01,-9.657271e-01,2.651501e-01,-1.962810e-01,-5.187341e-01,-5.751195e-01,3.413264e-01,-4.238227e-01,-1.430723e-01
2.938960e+00,2.154078e-01,2.500586e-01,-4.181269e-01,3.822262e-02,-6.911261e-03,-2.126951e-01,-3.730540e-01,-1.308947e-01,-7.767426e-01,-1.815543e-01
3.079746e+00,-2.508738e-01,4.591035e-01,-3.270967e-01,-4.730973e-02,-8.359455e-02,-2.470748e-01,-3.886523e-01,1.747377e-02,-6.722141e-01,-4.218067e-02
3.182160e+00,-2.818593e-01,5.395401e-01,-2.858051e-01,-1.782880e-01,1.299942e-01,-1.261807e-01,-4.463134e-01,-2.547259e-01,-8.188664e-01,5.081697e-02
3.040294e+00,-4.745038e-01,2.989774e-01,-4.869550e-01,-1.238432e-01,-1.378673e-01,-1.871755e-01,-4.324481e-01,-1.988186e-01,-9.013335e-01,-3.768928e-01
3.119414e+00,-2.757086e-01,3.708339e-01,-6.385196e-01,-5.970518e-02,-1.459750e-01,-1.114465e-01,-2.166402e-01,-1.289533e-02,-5.941733e-01,-1.315951e-02
3.168902e+00,-6.637752e-01,5.235792e-01,-2.895299e-01,1.318726e-01,-9.948227e-03,-1.437484e-01,-7.531803e-02,-3.895346e-02,-5.325692e-01,-5.228976e-02
3.338638e+00,-3.889291e-01,7.043788e-01,-4.458245e-01,-2.878781e-01,-2.985056e-01,-1.698419e-01,-5.610144e-01,-1.234860e-01,-6.352753e-01,-7.442202e-02
3.136922e+00,-6.785123e-01,1.757892e-01,-7.517302e-01,-2.061092e-01,-3.364424e-01,-7.369385e-02,-3.005749e-01,2.879907e-01,-3.078140e-01,-2.800308e-02
3.734390e+00,-3.157167e-01,2.722027e-01,-8.692011e-01,-5.103747e-02,-1.621219e-01,-5.534094e-01,-5.386531e-01,4.096778e-02,-6.771987e-01,-3.540961e-01
3.419121e+00,-1.320489e-01,1.335943e-01,-1.089602e+00,1.733644e-01,-1.686828e-01,-8.150861e-01,-1.081699e+00,2.279033e-02,-4.108515e-01,-5.756307e-01
3.149567e+00,-8.980986e-01,-2.825379e-02,-1.217758e+00,-9.629023e-02,-4.186937e-01,-3.743700e-01,-6.756473e-01,-7.386254e-03,-3.869048e-01,-3.278911e-01
3.899934e+00,-5.432348e-01,3.923121e-01,-7.752685e-01,-2.431624e-01,-4.599328e-01,-5.369910e-01,-8.180061e-01,-5.972903e-02,-5.830342e-01,-2.543589e-01
3.658501e+00,-6.833114e-01,3.276457e-01,-8.444375e-01,-4.305614e-02,-6.463632e-01,-3.466647e-01,-4.543298e-01,-1.346770e-01,-7.172715e-01,-5.540450e-02
3.798417e+00,-6.417994e-01,3.182505e-01,-7.852635e-01,-1.579316e-01,-4.766837e-01,-5.021449e-01,-4.970845e-01,-8.269469e-02,-7.213116e-01,-1.627015e-01
3.991089e+00,-4.997441e-01,3.487160e-01,-7.923871e-01,-2.356704e-01,-6.334765e-01,-5.012642e-01,-4.071819e-01,-2.363313e-01,-7.294839e-01,-2.991859e-01
3.742103e+00,-9.123818e-01,2.264954e-01,-8.495743e-01,-5.385130e-02,-2.471750e-01,-1.612824e-01,-3.181245e-02,1.345469e-01,-1.476847e-01,5.691635e-02
4.212593e+00,-5.976448e-01,5.325494e-01,-4.791321e-01,-2.568596e-01,-4.017562e-01,-5.255827e-01,-6.699856e-01,-7.272448e-03,-6.858851e-01,-6.301935e-02
4.205943e+00,-4.431747e-01,4.246020e-01,-7.831107e-01,-1.649433e-01,-2.700973e-01,-5.815138e-01,-5.342637e-01,-2.734073e-02,-4.941658e-01,-2.253104e-01
4.179308e+00,-5.704650e-01,1.654600e-01,-1.073056e+00,-2.961012e-01,8.922438e-02,-7.325805e-01,-5.743751e-02,3.757090e-01,-2.344347e-01,-3.503427e-01
4.319577e+00,-1.545979e-01,3.412851e-01,-9.961833e-01,-1.982223e-01,-1.016948e-01,-7.447357e-01,-5.477548e-01,-2.352743e-02,-5.131570e-01,-5.190516e-01
3.923035e+00,-9.772826e-01,3.464650e-01,-6.339742e-01,-2.724245e-01,7.422557e-02,-3.748687e-01,-2.576496e-01,-5.421626e-02,-5.129178e-01,-3.090834e-01
4.457735e+00,-9.958206e-01,1.839444e-01,-3.893065e-01,-9.206619e-01,1.325032e-01,-6.547606e-01,-5.705787e-01,1.159882e-01,-6.555640e-01,1.098725e-01
4.313150e+00,-6.712605e-01,1.421860e-01,-3.199634e-01,-6.231914e-01,-4.109850e-02,-5.575309e-01,-3.833682e-01,-1.006809e-02,-8.913791e-01,-3.334143e-02
4.194360e+00,-7.662111e-01,2.233728e-01,-4.937875e-01,-3.776047e-01,-1.743555e-01,-4.980022e-01,-4.915836e-01,-1.655401e-01,-6.676384e-01,-1.818779e-01
4.091662e+00,-6.974032e-01,3.617518e-01,-3.889899e-01,-4.779935e-01,-1.679113e-01,-3.308451e-01,-3.802807e-01,-2.740240e-01,-6.012884e-01,-1.963277e-01
4.015821e+00,-6.340169e-01,1.253057e-01,-4.360466e-01,-7.275158e-01,-1.934501e-01,-3.751907e-01,-6.473771e-01,-1.941241e-01,-8.566337e-01,-5.561404e-01
4.086059e+00,-4.053957e-01,6.596238e-03,-4.297491e-01,-5.230920e-01,-1.311972e-01,-4.334623e-01,-5.335483e-01,5.893265e-02,-5.292832e-01,-3.996059e-01
3.855389e+00,-1.676830e-02,-8.685658e-03,-2.989977e-01,1.166132e-01,2.880932e-01,-3.369846e-01,-7.061752e-01,1.911516e-01,-4.220589e-01,-6.983923e-01
