8.741358e-02,4.376494e-02,4.032999e-02,3.323470e-02,3.367510e-02,3.038605e-02,2.691885e-02,2.406873e-02,1.829145e-02,1.384326e-02,1.512279e-02,1.670220e-02,1.518589e-02,1.346503e-02,1.279061e-02,1.198433e-02,1.177254e-02,1.660122e-02,2.300624e-02,2.997055e-02,5.900686e-02,9.938177e-02,4.598273e-02,2.771006e-01
2.192104e-01,4.759037e-03,5.165652e-03,4.626847e-03,4.962161e-03,4.786387e-03,4.574181e-03,4.582103e-03,4.197252e-03,3.810803e-03,3.636030e-03,3.545931e-03,3.613676e-03,3.663249e-03,3.250271e-03,2.926288e-03,3.543031e-03,4.600402e-03,5.122684e-03,6.682750e-03,1.384215e-02,2.519973e-01,9.111753e-03,4.237896e-01
2.407061e-01,3.314404e-05,4.664065e-05,4.975571e-05,6.162770e-05,6.899369e-05,7.565042e-05,8.849736e-05,9.661233e-05,1.042913e-04,1.185583e-04,1.345223e-04,1.525888e-04,1.792637e-04,2.121078e-04,2.544567e-04,3.194502e-04,4.222614e-04,6.138673e-04,1.165554e-03,1.184932e-02,2.767185e-01,1.193855e-03,4.653344e-01
2.405943e-01,1.020472e-04,1.122469e-04,1.025566e-04,1.130403e-04,1.137425e-04,1.146161e-04,1.237868e-04,1.256129e-04,1.277806e-04,1.375323e-04,1.479666e-04,1.599437e-04,1.799906e-04,2.056437e-04,2.412039e-04,3.002861e-04,3.994455e-04,5.911938e-04,1.148832e-03,1.184281e-02,2.765900e-01,1.307161e-03,4.651182e-01
2.404395e-01,1.402278e-04,1.541341e-04,1.406802e-04,1.548390e-04,1.554633e-04,1.562406e-04,1.681129e-04,1.697417e-04,1.716785e-04,1.834245e-04,1.953572e-04,2.083831e-04,2.302994e-04,2.567683e-04,2.920157e-04,3.499834e-04,4.454942e-04,6.299221e-04,1.173639e-03,1.183669e-02,2.764120e-01,1.116430e-03,4.648189e-01
2.405943e-01,1.020472e-04,1.122469e-04,1.025566e-04,1.130403e-04,1.137425e-04,1.146161e-04,1.237868e-04,1.256129e-04,1.277806e-04,1.375323e-04,1.479666e-04,1.599437e-04,1.799906e-04,2.056437e-04,2.412039e-04,3.002861e-04,3.994455e-04,5.911938e-04,1.148832e-03,1.184281e-02,2.765900e-01,1.307161e-03,4.651182e-01
2.407061e-01,3.314404e-05,4.664065e-05,4.975571e-05,6.162770e-05,6.899369e-05,7.565042e-05,8.849736e-05,9.661233e-05,1.042913e-04,1.185583e-04,1.345223e-04,1.525888e-04,1.792637e-04,2.121078e-04,2.544567e-04,3.194502e-04,4.222614e-04,6.138673e-04,1.165554e-03,1.184932e-02,2.767185e-01,1.193855e-03,4.653344e-01
2.407061e-01,3.314404e-05,4.664065e-05,4.975571e-05,6.162770e-05,6.899369e-05,7.565042e-05,8.849736e-05,9.661233e-05,1.042913e-04,1.185583e-04,1.345223e-04,1.525888e-04,1.792637e-04,2.121078e-04,2.544567e-04,3.194502e-04,4.222614e-04,6.138673e-04,1.165554e-03,1.184932e-02,2.767185e-01,1.193855e-03,4.653344e-01
2.405943e-01,1.020472e-04,1.122469e-04,1.025566e-04,1.130403e-04,1.137425e-04,1.146161e-04,1.237868e-04,1.256129e-04,1.277806e-04,1.375323e-04,1.479666e-04,1.599437e-04,1.799906e-04,2.056437e-04,2.412039e-04,3.002861e-04,3.994455e-04,5.911938e-04,1.148832e-03,1.184281e-02,2.765900e-01,1.307161e-03,4.651182e-01
2.404395e-01,1.402278e-04,1.541341e-04,1.406802e-04,1.548390e-04,1.554633e-04,1.562406e-04,1.681129e-04,1.697417e-04,1.716785e-04,1.834245e-04,1.953572e-04,2.083831e-04,2.302994e-04,2.567683e-04,2.920157e-04,3.499834e-04,4.454942e-04,6.299221e-04,1.173639e-03,1.183669e-02,2.764120e-01,1.116430e-03,4.648189e-01
