3.970710e-02,5.400190e-02,6.685364e-02,4.102966e-02,6.819134e-02,1.203236e-01,7.082189e-02,4.147927e-02,2.786240e-02,4.682152e-02,9.752658e-02,1.073343e-01,9.692179e-02,2.580682e-02,2.099347e-02,1.475699e-02,8.982729e-03,1.043334e-02,6.894041e-03,7.220618e-03,6.711173e-03,6.218527e-03,6.121188e-03,6.986174e-03
9.885079e-02,3.949871e-02,3.867758e-02,4.438865e-02,5.591686e-02,1.629767e-01,4.537734e-02,3.808063e-02,2.630012e-02,5.862118e-02,6.331661e-02,1.299851e-01,1.135434e-01,1.397582e-02,1.017967e-02,1.380471e-02,1.206970e-02,6.698159e-03,5.449391e-03,4.919205e-03,4.230359e-03,3.558643e-03,3.558707e-03,6.021881e-03
1.194334e-01,2.287432e-02,2.800378e-02,2.032329e-02,6.037362e-02,1.904253e-01,3.361430e-02,1.445437e-02,3.527670e-02,6.779397e-02,5.003233e-02,1.425851e-01,1.222362e-01,1.483232e-02,8.726807e-03,1.417697e-02,1.177198e-02,6.236932e-03,5.434886e-03,5.198592e-03,5.533523e-03,6.511250e-03,6.952066e-03,7.198014e-03
1.151819e-01,3.508872e-02,3.046200e-02,2.726644e-02,5.957692e-02,1.862872e-01,3.628527e-02,2.559824e-02,3.369438e-02,6.466476e-02,5.609432e-02,1.359310e-01,1.134163e-01,1.291943e-02,6.919857e-03,1.091169e-02,6.920949e-03,5.049475e-03,5.996261e-03,6.516830e-03,6.479519e-03,6.580255e-03,5.264156e-03,6.894053e-03
1.300333e-01,2.066468e-02,2.537797e-02,2.188086e-02,6.423935e-02,2.022978e-01,3.456954e-02,1.436057e-02,3.519577e-02,6.769258e-02,5.144981e-02,1.387491e-01,1.088080e-01,1.332205e-02,5.880480e-03,8.326554e-03,9.773391e-03,6.759705e-03,8.289570e-03,7.414915e-03,5.952913e-03,5.151807e-03,5.867608e-03,7.941720e-03
1.219029e-01,4.007710e-02,3.324751e-02,2.635311e-02,6.842677e-02,1.915542e-01,3.933149e-02,2.302339e-02,3.478981e-02,6.307888e-02,5.776998e-02,1.250137e-01,8.678391e-02,1.086857e-02,8.925022e-03,9.745097e-03,1.280641e-02,8.916460e-03,7.146004e-03,5.977867e-03,4.808849e-03,5.273349e-03,6.700758e-03,7.478984e-03
1.393979e-01,1.988968e-02,2.595240e-02,1.544961e-02,7.050692e-02,2.125106e-01,3.882837e-02,1.589771e-02,3.387593e-02,6.540866e-02,4.853325e-02,1.288147e-01,7.633054e-02,1.375123e-02,9.339087e-03,1.480170e-02,1.658143e-02,9.138129e-03,7.637993e-03,6.189906e-03,6.542807e-03,8.473575e-03,7.522857e-03,8.624931e-03
1.389981e-01,4.541655e-02,3.648239e-02,3.117788e-02,7.187504e-02,2.011153e-01,4.147690e-02,2.410284e-02,2.973139e-02,5.515391e-02,5.472081e-02,9.962950e-02,6.277913e-02,1.523267e-02,1.022229e-02,1.672091e-02,1.611533e-02,7.338297e-03,5.994456e-03,5.693805e-03,7.353873e-03,6.621130e-03,7.687966e-03,8.359625e-03
1.615698e-01,2.147259e-02,2.334194e-02,2.605324e-02,7.037399e-02,2.112051e-01,3.869721e-02,2.255671e-02,2.604125e-02,5.325496e-02,3.899803e-02,8.480501e-02,1.005291e-01,1.763594e-02,1.209780e-02,2.010242e-02,1.632928e-02,7.974190e-03,7.095509e-03,7.680565e-03,7.382739e-03,7.608849e-03,8.159379e-03,9.034305e-03
1.466787e-01,4.859541e-02,3.391486e-02,2.403658e-02,6.558713e-02,2.007389e-01,3.797194e-02,2.712810e-02,2.418924e-02,4.089966e-02,5.933502e-02,5.093499e-02,1.275318e-01,1.819686e-02,1.134931e-02,1.995954e-02,1.255159e-02,6.149106e-03,8.687625e-03,6.998517e-03,5.513981e-03,6.756828e-03,7.462906e-03,8.831390e-03
1.553971e-01,1.217511e-02,2.857429e-02,2.734930e-02,5.990727e-02,2.009192e-01,3.734880e-02,2.343091e-02,1.983727e-02,4.069469e-02,4.379173e-02,8.918941e-02,1.446944e-01,1.897646e-02,1.152881e-02,2.108408e-02,1.001673e-02,8.758808e-03,9.328160e-03,6.677016e-03,7.522144e-03,6.325824e-03,7.057142e-03,9.415298e-03
1.288653e-01,4.517524e-02,3.494267e-02,2.274198e-02,5.671404e-02,1.791394e-01,3.104958e-02,1.845127e-02,2.553870e-02,3.841375e-02,5.524077e-02,1.094172e-01,1.430507e-01,1.865022e-02,1.116151e-02,1.632411e-02,1.120116e-02,1.004341e-02,7.671515e-03,7.015921e-03,6.971291e-03,7.028111e-03,6.790101e-03,8.402091e-03
1.442909e-01,1.353702e-02,2.424548e-02,3.051337e-02,6.000089e-02,1.899629e-01,2.692554e-02,2.616784e-02,1.664431e-02,3.479413e-02,4.581707e-02,1.260858e-01,1.565986e-01,1.609727e-02,9.122819e-03,1.598983e-02,1.452912e-02,7.509234e-03,7.090984e-03,7.295827e-03,5.882919e-03,6.086699e-03,6.607524e-03,8.203936e-03
1.228566e-01,4.134271e-02,2.671564e-02,2.496501e-02,5.539034e-02,1.682731e-01,3.516312e-02,1.585992e-02,2.638581e-02,3.630048e-02,6.892193e-02,1.355485e-01,1.455570e-01,1.410195e-02,9.648175e-03,1.100678e-02,1.459576e-02,7.694123e-03,7.070337e-03,6.461255e-03,6.477157e-03,5.870771e-03,6.156217e-03,7.637252e-03
1.347533e-01,2.003324e-02,2.900799e-02,2.981620e-02,6.553837e-02,1.750866e-01,2.934420e-02,2.494192e-02,1.560961e-02,3.154347e-02,5.396146e-02,1.451856e-01,1.521533e-01,1.375414e-02,7.709712e-03,8.367582e-03,1.557693e-02,6.831892e-03,7.925434e-03,6.458754e-03,6.477096e-03,5.827713e-03,6.313702e-03,7.781766e-03
1.187737e-01,4.092565e-02,2.729021e-02,2.969137e-02,5.487436e-02,1.659197e-01,3.168572e-02,1.751600e-02,2.392809e-02,3.567586e-02,6.454032e-02,1.532880e-01,1.410762e-01,1.472039e-02,7.260016e-03,1.321519e-02,1.341096e-02,6.582106e-03,7.942867e-03,5.746508e-03,5.667890e-03,6.155371e-03,6.339653e-03,7.773922e-03
1.366869e-01,8.516159e-03,1.801254e-02,2.613847e-02,6.384310e-02,1.685820e-01,3.272751e-02,2.317562e-02,2.339459e-02,4.374199e-02,5.366229e-02,1.631493e-01,1.426672e-01,1.069262e-02,8.654452e-03,1.674085e-02,1.176316e-02,8.053778e-03,7.468987e-03,5.880247e-03,6.030494e-03,6.486458e-03,6.214309e-03,7.716850e-03
1.245343e-01,3.797062e-02,2.157856e-02,2.869469e-02,4.911780e-02,1.553854e-01,3.217438e-02,2.010300e-02,2.832059e-02,5.045846e-02,6.295192e-02,1.664120e-01,1.219083e-01,1.387957e-02,9.207548e-03,1.744561e-02,1.074331e-02,8.884717e-03,6.871324e-03,6.231404e-03,6.965192e-03,6.077969e-03,6.460591e-03,7.622777e-03
1.400368e-01,1.270445e-02,1.651608e-02,2.650327e-02,5.321926e-02,1.559796e-01,3.112201e-02,2.325340e-02,3.075389e-02,5.728521e-02,5.961217e-02,1.769292e-01,1.176695e-01,9.269923e-03,9.494146e-03,1.970452e-02,1.173523e-02,6.784942e-03,6.946515e-03,6.590791e-03,7.051989e-03,6.134077e-03,6.718064e-03,7.984831e-03
